,Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,Size_ml,Price_per_ml,Popularity_Score,Usage_Encoded,Segment,Combined_Features
11586,Perfect Exfoliator,E.L.F.,Concealer,Monthly,104.11,2.4,8158,150Ml,Combination,Male,Bottle,Vitamin C,False,Germany,150.0,0.6940666666666666,21.61650453942912,1,1,Concealer Vitamin C Combination Bottle
11587,Magic Cleanser,Drunk Elephant,Highlighter,Occasional,63.31,3.2,3655,100Ml,Normal,Female,Stick,Glycerin,False,Usa,100.0,0.6331,26.253199784236934,2,0,Highlighter Glycerin Normal Stick
11588,Super Highlighter,Yves Saint Laurent,Contour,Daily,86.84,1.1,6920,200Ml,Sensitive,Female,Compact,Vitamin C,True,Germany,200.0,0.43420000000000003,9.72654710152605,0,1,Contour Vitamin C Sensitive Compact
11589,Super Blush,Huda Beauty,Blush,Daily,144.79,3.2,8666,150Ml,Oily,Male,Bottle,Shea Butter,False,South Korea,150.0,0.9652666666666666,29.015289565229907,0,3,Blush Shea Butter Oily Bottle
11590,Perfect Eyeliner,Fenty Beauty,Highlighter,Occasional,33.48,5.0,5884,50Ml,Normal,Unisex,Stick,Aloe Vera,False,Australia,50.0,0.6696,43.40081009847189,2,3,Highlighter Aloe Vera Normal Stick
11591,Magic Highlighter,Glossier,Contour,Occasional,23.65,3.9,4750,50Ml,Normal,Male,Bottle,Aloe Vera,True,Germany,50.0,0.473,33.01783056462899,2,2,Contour Aloe Vera Normal Bottle
11592,Ultra Eye Shadow,Morphe,Makeup Remover,Weekly,111.67,3.5,2376,30Ml,Dry,Female,Jar,Salicylic Acid,False,France,30.0,3.7223333333333333,27.207580635760678,3,0,Makeup Remover Salicylic Acid Dry Jar
11593,Magic Eye Shadow,Farsali,Face Mask,Monthly,52.12,3.9,9202,250Ml,Combination,Male,Tube,Glycerin,False,Australia,250.0,0.20848,35.596410707671545,1,3,Face Mask Glycerin Combination Tube
11594,Super Lip Liner,Charlotte Tilbury,Lip Liner,Monthly,26.35,4.5,7186,250Ml,Oily,Male,Jar,Hyaluronic Acid,True,Australia,250.0,0.10540000000000001,39.96013102860799,1,3,Lip Liner Hyaluronic Acid Oily Jar
11595,Super Highlighter,Bourjois,Lip Liner,Weekly,40.79,1.3,3570,250Ml,Oily,Male,Jar,Aloe Vera,True,Germany,250.0,0.16316,10.634781231872784,3,2,Lip Liner Aloe Vera Oily Jar
11596,Divine Exfoliator,Kvd Beauty,Concealer,Weekly,105.79,2.7,4534,50Ml,Sensitive,Male,Stick,Aloe Vera,True,South Korea,50.0,2.1158,22.732866978882942,3,1,Concealer Aloe Vera Sensitive Stick
11597,Super Bronzer,E.L.F.,Exfoliator,Occasional,136.54,1.4,2312,50Ml,Combination,Male,Bottle,Shea Butter,False,South Korea,50.0,2.7308,10.844820927124013,2,1,Exfoliator Shea Butter Combination Bottle
11598,Magic Eyeliner,Glossier,Face Oil,Monthly,43.8,3.6,4488,150Ml,Combination,Male,Stick,Aloe Vera,True,Germany,150.0,0.292,30.273786859614955,1,0,Face Oil Aloe Vera Combination Stick
11599,Perfect Contour,Charlotte Tilbury,Blush,Occasional,129.13,3.6,7393,150Ml,Dry,Male,Bottle,Vitamin C,False,South Korea,150.0,0.8608666666666667,32.07032690218768,2,3,Blush Vitamin C Dry Bottle
11600,Magic Face Oil,Huda Beauty,Contour,Daily,114.66,4.5,8880,200Ml,Combination,Female,Bottle,Shea Butter,False,Uk,200.0,0.5733,40.91251249016327,0,3,Contour Shea Butter Combination Bottle
11601,Super Eyeliner,Danessa Myricks,Bb Cream,Daily,62.26,2.0,5750,250Ml,Dry,Unisex,Bottle,Salicylic Acid,False,Usa,250.0,0.24903999999999998,17.31425806342751,0,2,Bb Cream Salicylic Acid Dry Bottle
11602,Perfect Mascara,Bobby Brown,Powder,Daily,77.72,2.3,2527,50Ml,Combination,Male,Spray,Salicylic Acid,True,Italy,50.0,1.5544,18.020922637113518,0,2,Powder Salicylic Acid Combination Spray
11603,Magic Bb Cream,Sisley,Setting Spray,Occasional,142.41,4.5,2410,250Ml,Oily,Female,Stick,Vitamin C,False,Italy,250.0,0.56964,35.04508595181527,2,0,Setting Spray Vitamin C Oily Stick
11604,Perfect Makeup Remover,Pat Mcgrath Labs,Primer,Weekly,25.4,2.6,6540,30Ml,Dry,Male,Stick,Vitamin C,True,Uk,30.0,0.8466666666666666,22.843197878699154,3,2,Primer Vitamin C Dry Stick
11605,Magic Moisturizer,Milk Makeup,Blush,Monthly,23.69,4.9,281,100Ml,Combination,Male,Tube,Shea Butter,False,France,100.0,0.2369,27.645344647596758,1,0,Blush Shea Butter Combination Tube
11606,Super Mascara,Huda Beauty,Eye Shadow,Daily,123.3,2.0,7190,200Ml,Dry,Female,Stick,Vitamin C,False,Japan,200.0,0.6164999999999999,17.76117104620499,0,1,Eye Shadow Vitamin C Dry Stick
11607,Magic Blush,Patrick Ta,Face Oil,Weekly,35.61,4.0,1869,250Ml,Oily,Female,Stick,Aloe Vera,True,Italy,250.0,0.14244,30.13477483939453,3,0,Face Oil Aloe Vera Oily Stick
11608,Magic Lip Liner,Huda Beauty,Lip Liner,Occasional,131.9,4.6,8693,100Ml,Sensitive,Male,Bottle,Aloe Vera,False,Italy,100.0,1.319,41.72378669312419,2,3,Lip Liner Aloe Vera Sensitive Bottle
11609,Super Eye Shadow,Juvia’S Place,Mascara,Weekly,126.32,4.1,6469,30Ml,Normal,Female,Tube,Vitamin C,True,Italy,30.0,4.210666666666667,35.97721868872928,3,3,Mascara Vitamin C Normal Tube
11610,Magic Bb Cream,Too Faced,Lip Gloss,Occasional,128.64,1.3,3796,150Ml,Dry,Male,Spray,Retinol,True,Germany,150.0,0.8575999999999999,10.714556528301342,2,1,Lip Gloss Retinol Dry Spray
11611,Ultra Exfoliator,Juvia’S Place,Contour,Monthly,18.52,4.9,7160,100Ml,Normal,Male,Jar,Vitamin C,True,Italy,100.0,0.1852,43.49438408353401,1,3,Contour Vitamin C Normal Jar
11612,Divine Bb Cream,Colourpop,Bronzer,Weekly,127.54,4.2,59,250Ml,Normal,Unisex,Tube,Shea Butter,True,France,250.0,0.5101600000000001,17.196247161332824,3,0,Bronzer Shea Butter Normal Tube
11613,Magic Cc Cream,Yves Saint Laurent,Highlighter,Weekly,114.66,3.9,9932,30Ml,Dry,Unisex,Spray,Aloe Vera,True,Italy,30.0,3.822,35.89410952223989,3,3,Highlighter Aloe Vera Dry Spray
11614,Perfect Contour,Danessa Myricks,Lip Liner,Daily,49.01,2.4,3037,200Ml,Normal,Female,Tube,Retinol,False,Usa,200.0,0.24505,19.24549123957372,0,2,Lip Liner Retinol Normal Tube
11615,Magic Lip Gloss,Drunk Elephant,Lip Gloss,Weekly,69.29,2.9,240,200Ml,Sensitive,Unisex,Stick,Shea Butter,False,Australia,200.0,0.34645000000000004,15.905911107122899,3,0,Lip Gloss Shea Butter Sensitive Stick
11616,Divine Highlighter,Glossier,Face Oil,Weekly,12.78,1.3,1901,250Ml,Combination,Male,Tube,Hyaluronic Acid,True,Japan,250.0,0.05112,9.815859616036937,3,2,Face Oil Hyaluronic Acid Combination Tube
11617,Divine Makeup Remover,Make Up For Ever,Highlighter,Monthly,127.67,4.4,123,100Ml,Dry,Female,Spray,Glycerin,True,Usa,100.0,1.2767,21.209238888662163,1,0,Highlighter Glycerin Dry Spray
11618,Ultra Highlighter,Kylie Cosmetics,Powder,Occasional,19.14,1.3,7152,150Ml,Oily,Female,Bottle,Vitamin C,False,Australia,150.0,0.1276,11.5378732665409,2,2,Powder Vitamin C Oily Bottle
11619,Perfect Highlighter,Kiehl’S,Cc Cream,Daily,93.95,1.4,8653,30Ml,Sensitive,Male,Compact,Vitamin C,True,Australia,30.0,3.131666666666667,12.692087689098761,0,1,Cc Cream Vitamin C Sensitive Compact
11620,Super Contour,Hourglass,Lip Gloss,Monthly,95.52,1.2,6016,50Ml,Oily,Male,Bottle,Aloe Vera,False,France,50.0,1.9103999999999999,10.44281289026442,1,1,Lip Gloss Aloe Vera Oily Bottle
11621,Perfect Bronzer,Farsali,Serum,Occasional,96.23,4.0,8175,100Ml,Oily,Female,Stick,Glycerin,True,Japan,100.0,0.9623,36.035833249773944,2,3,Serum Glycerin Oily Stick
11622,Divine Eye Shadow,Colourpop,Eye Shadow,Monthly,142.74,3.7,5446,30Ml,Sensitive,Female,Jar,Hyaluronic Acid,False,Australia,30.0,4.758,31.8304350263196,1,1,Eye Shadow Hyaluronic Acid Sensitive Jar
11623,Divine Blush,Juvia’S Place,Blush,Occasional,98.71,2.0,3558,100Ml,Combination,Male,Tube,Hyaluronic Acid,True,South Korea,100.0,0.9871,16.354469771020387,2,1,Blush Hyaluronic Acid Combination Tube
11624,Ultra Bronzer,Juvia’S Place,Serum,Daily,107.11,1.8,8235,200Ml,Combination,Male,Jar,Vitamin C,True,Uk,200.0,0.53555,16.229286122665826,0,1,Serum Vitamin C Combination Jar
11625,Perfect Highlighter,Laura Mercier,Foundation,Daily,103.55,4.1,8184,100Ml,Combination,Male,Stick,Glycerin,False,Japan,100.0,1.0354999999999999,36.94123980820146,0,3,Foundation Glycerin Combination Stick
11626,Perfect Highlighter,Morphe,Face Oil,Monthly,49.21,4.2,8405,50Ml,Dry,Unisex,Spray,Aloe Vera,False,South Korea,50.0,0.9842,37.954144265373266,1,3,Face Oil Aloe Vera Dry Spray
11627,Super Blush,Huda Beauty,Highlighter,Weekly,19.03,1.8,2921,250Ml,Dry,Unisex,Bottle,Aloe Vera,True,Italy,250.0,0.07612000000000001,14.36404246615916,3,2,Highlighter Aloe Vera Dry Bottle
11628,Divine Contour,Sisley,Face Oil,Monthly,88.67,3.5,8034,200Ml,Sensitive,Female,Tube,Aloe Vera,True,Usa,200.0,0.44335,31.47046797360065,1,3,Face Oil Aloe Vera Sensitive Tube
11629,Divine Mascara,E.L.F.,Face Mask,Occasional,30.09,4.1,5186,200Ml,Combination,Male,Stick,Aloe Vera,True,Uk,200.0,0.15045,35.07103417484074,2,3,Face Mask Aloe Vera Combination Stick
11630,Super Lip Gloss,Glossier,Setting Spray,Occasional,62.77,4.6,4535,50Ml,Dry,Female,Compact,Aloe Vera,True,Japan,50.0,1.2554,38.7310838888749,2,0,Setting Spray Aloe Vera Dry Compact
11631,Magic Makeup Remover,It Cosmetics,Bb Cream,Daily,129.87,1.5,745,30Ml,Oily,Male,Jar,Salicylic Acid,False,Germany,30.0,4.329,9.92208840030564,0,1,Bb Cream Salicylic Acid Oily Jar
11632,Super Exfoliator,Kvd Beauty,Blush,Occasional,62.58,5.0,1281,30Ml,Oily,Male,Stick,Hyaluronic Acid,False,Germany,30.0,2.086,35.78088318740308,2,0,Blush Hyaluronic Acid Oily Stick
11633,Divine Foundation,Fenty Beauty,Bb Cream,Monthly,127.89,2.8,788,50Ml,Sensitive,Unisex,Spray,Hyaluronic Acid,True,Italy,50.0,2.5578,18.678145698368446,1,1,Bb Cream Hyaluronic Acid Sensitive Spray
11634,Super Cc Cream,Hourglass,Face Oil,Monthly,74.28,1.9,8897,250Ml,Combination,Female,Compact,Shea Butter,False,France,250.0,0.29712,17.277805441595373,1,2,Face Oil Shea Butter Combination Compact
11635,Perfect Lip Liner,Urban Decay,Makeup Remover,Daily,25.26,1.6,8524,50Ml,Dry,Unisex,Tube,Glycerin,False,Usa,50.0,0.5052,14.481213283442749,0,2,Makeup Remover Glycerin Dry Tube
11636,Super Highlighter,Kvd Beauty,Bb Cream,Occasional,14.02,3.7,9182,150Ml,Combination,Female,Compact,Glycerin,False,Germany,150.0,0.09346666666666667,33.762904142170036,2,3,Bb Cream Glycerin Combination Compact
11637,Super Face Oil,Kylie Cosmetics,Face Oil,Weekly,22.11,3.1,7201,250Ml,Dry,Female,Spray,Glycerin,False,Italy,250.0,0.08843999999999999,27.534553537047348,3,2,Face Oil Glycerin Dry Spray
11638,Super Cleanser,Juvia’S Place,Concealer,Weekly,34.22,1.2,7165,150Ml,Sensitive,Female,Bottle,Shea Butter,True,South Korea,150.0,0.22813333333333333,10.65252347743788,3,2,Concealer Shea Butter Sensitive Bottle
11639,Perfect Mascara,Pat Mcgrath Labs,Concealer,Daily,98.43,1.9,2731,150Ml,Dry,Male,Tube,Glycerin,False,France,150.0,0.6562,15.034299519312293,0,1,Concealer Glycerin Dry Tube
11640,Ultra Moisturizer,Too Faced,Face Mask,Monthly,79.32,2.9,1661,30Ml,Combination,Female,Jar,Salicylic Acid,False,Uk,30.0,2.6439999999999997,21.50575322870464,1,0,Face Mask Salicylic Acid Combination Jar
11641,Magic Face Oil,Yves Saint Laurent,Serum,Daily,52.74,1.4,8983,100Ml,Dry,Unisex,Tube,Retinol,True,Uk,100.0,0.5274,12.744480694985588,0,2,Serum Retinol Dry Tube
11642,Perfect Bronzer,Bobby Brown,Face Oil,Weekly,86.86,3.7,4386,250Ml,Oily,Male,Compact,Retinol,False,Uk,250.0,0.34743999999999997,31.029683334314992,3,0,Face Oil Retinol Oily Compact
11643,Ultra Bronzer,Shiseido,Lip Liner,Occasional,52.69,4.5,7595,200Ml,Oily,Male,Tube,Retinol,False,France,200.0,0.26344999999999996,40.209196823694796,2,3,Lip Liner Retinol Oily Tube
11644,Super Contour,Make Up For Ever,Moisturizer,Occasional,52.23,1.0,1462,150Ml,Oily,Unisex,Compact,Hyaluronic Acid,False,South Korea,150.0,0.34819999999999995,7.288244401020124,2,2,Moisturizer Hyaluronic Acid Oily Compact
11645,Magic Serum,Rare Beauty,Foundation,Daily,29.2,3.4,8162,150Ml,Oily,Female,Bottle,Glycerin,True,France,150.0,0.19466666666666665,30.625047893334607,0,3,Foundation Glycerin Oily Bottle
11646,Ultra Lipstick,Fenty Beauty,Concealer,Occasional,149.33,2.0,902,50Ml,Combination,Male,Stick,Hyaluronic Acid,True,Italy,50.0,2.9866,13.61144510683397,2,1,Concealer Hyaluronic Acid Combination Stick
11647,Divine Makeup Remover,Huda Beauty,Eyeliner,Monthly,59.76,4.8,6951,150Ml,Combination,Female,Spray,Shea Butter,False,Germany,150.0,0.3984,42.46456640133709,1,3,Eyeliner Shea Butter Combination Spray
11648,Ultra Highlighter,Fenty Beauty,Face Mask,Occasional,112.94,2.6,6905,30Ml,Combination,Female,Jar,Retinol,True,Australia,30.0,3.7646666666666664,22.984379282669842,2,1,Face Mask Retinol Combination Jar
11649,Super Setting Spray,Pat Mcgrath Labs,Bronzer,Occasional,80.75,3.0,208,50Ml,Dry,Female,Tube,Salicylic Acid,True,Uk,50.0,1.615,16.027002755894433,2,0,Bronzer Salicylic Acid Dry Tube
11650,Perfect Exfoliator,Fenty Beauty,Face Oil,Monthly,120.73,2.0,9233,150Ml,Oily,Female,Bottle,Retinol,False,Italy,150.0,0.8048666666666667,18.26129520613387,1,1,Face Oil Retinol Oily Bottle
11651,Ultra Foundation,Rms Beauty,Face Mask,Occasional,37.85,4.6,569,50Ml,Combination,Female,Bottle,Vitamin C,False,Uk,50.0,0.757,29.18992725981154,2,0,Face Mask Vitamin C Combination Bottle
11652,Super Lipstick,Ilia Beauty,Eye Shadow,Monthly,52.8,4.5,4862,150Ml,Oily,Male,Stick,Shea Butter,False,Uk,150.0,0.352,38.202348646817036,1,0,Eye Shadow Shea Butter Oily Stick
11653,Ultra Face Oil,Tarte,Blush,Monthly,83.75,1.6,2316,30Ml,Oily,Female,Compact,Aloe Vera,True,South Korea,30.0,2.7916666666666665,12.396845639091802,1,1,Blush Aloe Vera Oily Compact
11654,Super Cc Cream,Hourglass,Setting Spray,Monthly,128.56,1.7,1952,100Ml,Normal,Male,Spray,Glycerin,True,South Korea,100.0,1.2856,12.881107282490353,1,1,Setting Spray Glycerin Normal Spray
11655,Ultra Lipstick,Make Up For Ever,Cc Cream,Occasional,54.94,2.1,6457,200Ml,Normal,Male,Spray,Hyaluronic Acid,True,Usa,200.0,0.2747,18.423457397768264,2,2,Cc Cream Hyaluronic Acid Normal Spray
11656,Super Setting Spray,Bite Beauty,Concealer,Weekly,63.62,2.2,3272,50Ml,Dry,Male,Stick,Retinol,False,Usa,50.0,1.2724,17.805617003902597,3,2,Concealer Retinol Dry Stick
11657,Super Bb Cream,Becca,Bb Cream,Monthly,65.1,3.2,5466,50Ml,Combination,Unisex,Tube,Retinol,True,Italy,50.0,1.3019999999999998,27.540752956463997,1,3,Bb Cream Retinol Combination Tube
11658,Magic Face Oil,Perricone Md,Blush,Weekly,46.88,4.5,8305,30Ml,Normal,Unisex,Bottle,Hyaluronic Acid,False,Australia,30.0,1.5626666666666666,40.61130040885814,3,3,Blush Hyaluronic Acid Normal Bottle
11659,Divine Foundation,Natasha Denona,Setting Spray,Daily,99.36,4.4,1158,150Ml,Normal,Unisex,Compact,Salicylic Acid,False,Usa,150.0,0.6624,31.04337651069491,0,0,Setting Spray Salicylic Acid Normal Compact
11660,Perfect Face Oil,E.L.F.,Makeup Remover,Weekly,141.38,3.0,180,250Ml,Oily,Unisex,Spray,Vitamin C,True,Usa,250.0,0.56552,15.595491093797477,3,1,Makeup Remover Vitamin C Oily Spray
11661,Super Highlighter,Too Faced,Face Oil,Weekly,135.89,2.4,3354,100Ml,Combination,Female,Tube,Hyaluronic Acid,False,Usa,100.0,1.3588999999999998,19.483696918573877,3,1,Face Oil Hyaluronic Acid Combination Tube
11662,Divine Cleanser,Milk Makeup,Lip Liner,Occasional,10.7,2.6,9765,50Ml,Dry,Male,Spray,Shea Butter,True,Italy,50.0,0.214,23.885321836016175,2,2,Lip Liner Shea Butter Dry Spray
11663,Divine Eye Shadow,Kvd Beauty,Lip Liner,Monthly,112.31,5.0,570,200Ml,Dry,Unisex,Spray,Hyaluronic Acid,True,Uk,200.0,0.56155,31.736946048280053,1,0,Lip Liner Hyaluronic Acid Dry Spray
11664,Divine Lipstick,Rms Beauty,Moisturizer,Weekly,77.05,2.6,7061,50Ml,Sensitive,Unisex,Jar,Salicylic Acid,False,Italy,50.0,1.541,23.042457298869664,3,2,Moisturizer Salicylic Acid Sensitive Jar
11665,Super Lip Gloss,Tarte,Primer,Monthly,72.06,2.2,934,200Ml,Normal,Male,Spray,Vitamin C,True,Usa,200.0,0.3603,15.049202364435113,1,0,Primer Vitamin C Normal Spray
11666,Perfect Face Oil,Nars,Mascara,Weekly,111.16,2.8,4139,30Ml,Sensitive,Female,Spray,Shea Butter,True,Australia,30.0,3.7053333333333334,23.31966298709421,3,1,Mascara Shea Butter Sensitive Spray
11667,Divine Cc Cream,Bobby Brown,Lip Liner,Weekly,71.26,2.9,3826,30Ml,Combination,Male,Compact,Retinol,True,Japan,30.0,2.3753333333333333,23.924525807734533,3,2,Lip Liner Retinol Combination Compact
11668,Divine Eyeliner,Hourglass,Serum,Daily,73.16,4.3,8798,100Ml,Dry,Male,Stick,Shea Butter,True,Uk,100.0,0.7315999999999999,39.05429143787591,0,3,Serum Shea Butter Dry Stick
11669,Ultra Lip Liner,Sisley,Mascara,Daily,13.46,3.5,7544,200Ml,Sensitive,Unisex,Tube,Glycerin,False,Japan,200.0,0.0673,31.25024129920682,0,3,Mascara Glycerin Sensitive Tube
11670,Ultra Makeup Remover,Yves Saint Laurent,Lipstick,Daily,75.48,4.9,1245,200Ml,Oily,Unisex,Stick,Salicylic Acid,True,Italy,200.0,0.3774,34.92569912680226,0,0,Lipstick Salicylic Acid Oily Stick
11671,Magic Bronzer,Tatcha,Lipstick,Monthly,22.75,1.4,3642,250Ml,Combination,Unisex,Jar,Salicylic Acid,False,Australia,250.0,0.091,11.48078791581199,1,2,Lipstick Salicylic Acid Combination Jar
11672,Super Foundation,Glossier,Moisturizer,Weekly,87.85,3.8,6421,150Ml,Combination,Male,Tube,Shea Butter,True,Italy,150.0,0.5856666666666667,33.316442523667945,3,3,Moisturizer Shea Butter Combination Tube
11673,Divine Face Oil,Bite Beauty,Lipstick,Daily,94.41,3.0,5988,100Ml,Dry,Unisex,Bottle,Hyaluronic Acid,True,Australia,100.0,0.9440999999999999,26.09303919679339,0,3,Lipstick Hyaluronic Acid Dry Bottle
11674,Divine Concealer,Glossier,Lip Gloss,Daily,19.64,2.5,9055,250Ml,Oily,Unisex,Compact,Retinol,True,Usa,250.0,0.07856,22.77795700110741,0,2,Lip Gloss Retinol Oily Compact
11675,Ultra Blush,Sisley,Mascara,Weekly,72.64,1.2,1081,250Ml,Oily,Female,Stick,Salicylic Acid,False,Japan,250.0,0.29056,8.383879751287711,3,2,Mascara Salicylic Acid Oily Stick
11676,Divine Mascara,Glossier,Cc Cream,Weekly,58.41,4.6,3950,50Ml,Sensitive,Unisex,Stick,Hyaluronic Acid,False,Japan,50.0,1.1682,38.0959303558924,3,0,Cc Cream Hyaluronic Acid Sensitive Stick
11677,Magic Foundation,Too Faced,Concealer,Daily,114.57,4.1,1721,50Ml,Normal,Male,Spray,Retinol,False,France,50.0,2.2914,30.55009090844947,0,0,Concealer Retinol Normal Spray
11678,Perfect Eyeliner,Bourjois,Highlighter,Occasional,140.8,4.4,321,50Ml,Dry,Unisex,Spray,Aloe Vera,True,Germany,50.0,2.8160000000000003,25.4080268003954,2,0,Highlighter Aloe Vera Dry Spray
11679,Super Concealer,Rms Beauty,Setting Spray,Daily,10.58,4.0,5225,100Ml,Dry,Male,Compact,Glycerin,True,South Korea,100.0,0.1058,34.24560578432223,0,2,Setting Spray Glycerin Dry Compact
11680,Divine Mascara,Danessa Myricks,Eye Shadow,Weekly,132.58,4.6,2299,250Ml,Sensitive,Unisex,Stick,Vitamin C,True,Germany,250.0,0.53032,35.607056248819305,3,0,Eye Shadow Vitamin C Sensitive Stick
11681,Ultra Blush,Nars,Contour,Occasional,90.88,1.9,7250,30Ml,Dry,Male,Bottle,Shea Butter,False,South Korea,30.0,3.029333333333333,16.888899871806025,2,1,Contour Shea Butter Dry Bottle
11682,Ultra Face Oil,Kiehl’S,Bb Cream,Monthly,64.39,1.7,6296,150Ml,Oily,Unisex,Compact,Shea Butter,False,Germany,150.0,0.4292666666666667,14.87130863443086,1,2,Bb Cream Shea Butter Oily Compact
11683,Ultra Blush,Tarte,Eye Shadow,Occasional,27.89,2.4,1047,150Ml,Oily,Male,Spray,Hyaluronic Acid,True,Italy,150.0,0.18593333333333334,16.691133275714368,2,2,Eye Shadow Hyaluronic Acid Oily Spray
11684,Ultra Eyeliner,Milk Makeup,Primer,Monthly,141.16,2.6,9634,30Ml,Normal,Unisex,Spray,Retinol,False,Uk,30.0,4.705333333333333,23.850209710206013,1,1,Primer Retinol Normal Spray
11685,Divine Cleanser,Fenty Beauty,Eye Shadow,Occasional,109.13,3.4,9009,30Ml,Combination,Unisex,Stick,Salicylic Acid,False,Italy,30.0,3.6376666666666666,30.960707192048105,2,3,Eye Shadow Salicylic Acid Combination Stick
11686,Ultra Serum,Milk Makeup,Concealer,Occasional,141.92,4.0,832,50Ml,Normal,Male,Jar,Vitamin C,False,Japan,50.0,2.8383999999999996,26.900134568667372,2,0,Concealer Vitamin C Normal Jar
11687,Super Face Oil,Sisley,Eye Shadow,Monthly,60.1,3.0,2407,100Ml,Dry,Unisex,Jar,Vitamin C,True,France,100.0,0.601,23.359655419286135,1,0,Eye Shadow Vitamin C Dry Jar
11688,Magic Powder,Glossier,Setting Spray,Occasional,103.19,2.9,360,200Ml,Sensitive,Male,Compact,Vitamin C,True,Japan,200.0,0.51595,17.077746079165355,2,0,Setting Spray Vitamin C Sensitive Compact
11689,Perfect Face Mask,Nars,Lipstick,Weekly,69.46,4.7,6217,30Ml,Sensitive,Unisex,Jar,Shea Butter,False,Uk,30.0,2.3153333333333332,41.055456875907886,3,3,Lipstick Shea Butter Sensitive Jar
11690,Divine Mascara,E.L.F.,Foundation,Occasional,48.15,1.9,5026,150Ml,Normal,Unisex,Compact,Salicylic Acid,False,Italy,150.0,0.321,16.192899461015895,2,2,Foundation Salicylic Acid Normal Compact
11691,Ultra Lip Liner,Anastasia Beverly Hills,Makeup Remover,Weekly,81.26,2.3,1841,200Ml,Sensitive,Female,Jar,Glycerin,False,Germany,200.0,0.40630000000000005,17.29279659867508,3,1,Makeup Remover Glycerin Sensitive Jar
11692,Magic Powder,Kiehl’S,Primer,Occasional,19.72,2.2,6875,250Ml,Normal,Unisex,Spray,Aloe Vera,True,Italy,250.0,0.07887999999999999,19.438743206306032,2,2,Primer Aloe Vera Normal Spray
11693,Divine Serum,Natasha Denona,Lip Gloss,Monthly,146.15,3.3,1350,100Ml,Combination,Male,Spray,Retinol,True,Uk,100.0,1.4615,23.788381115268656,1,0,Lip Gloss Retinol Combination Spray
11694,Ultra Cc Cream,Bite Beauty,Face Oil,Weekly,41.99,4.6,8224,100Ml,Dry,Unisex,Compact,Aloe Vera,True,Australia,100.0,0.4199,41.46869444791443,3,3,Face Oil Aloe Vera Dry Compact
11695,Perfect Contour,Nars,Cleanser,Daily,108.32,2.7,428,50Ml,Combination,Male,Stick,Hyaluronic Acid,False,Italy,50.0,2.1664,16.36593368110565,0,0,Cleanser Hyaluronic Acid Combination Stick
11696,Super Powder,Morphe,Cleanser,Occasional,60.16,2.0,9179,250Ml,Dry,Male,Stick,Hyaluronic Acid,False,Uk,250.0,0.24064,18.249564967229073,2,2,Cleanser Hyaluronic Acid Dry Stick
11697,Super Blush,Charlotte Tilbury,Face Mask,Occasional,114.91,3.8,4714,50Ml,Oily,Male,Spray,Shea Butter,True,Italy,50.0,2.2982,32.14231594125672,2,0,Face Mask Shea Butter Oily Spray
11698,Super Lipstick,Clinique,Eyeliner,Weekly,93.31,1.9,328,30Ml,Sensitive,Male,Compact,Glycerin,True,Germany,30.0,3.1103333333333336,11.012509726454207,3,1,Eyeliner Glycerin Sensitive Compact
11699,Divine Cc Cream,Farsali,Exfoliator,Occasional,125.2,3.4,3767,200Ml,Sensitive,Female,Compact,Salicylic Acid,True,Germany,200.0,0.626,27.99661876136726,2,1,Exfoliator Salicylic Acid Sensitive Compact
11700,Divine Setting Spray,Nars,Cleanser,Weekly,29.41,2.6,834,50Ml,Dry,Unisex,Jar,Vitamin C,True,France,50.0,0.5882000000000001,17.491322484612223,3,2,Cleanser Vitamin C Dry Jar
11701,Ultra Contour,Milk Makeup,Concealer,Monthly,88.91,2.5,9152,100Ml,Sensitive,Male,Stick,Shea Butter,False,Germany,100.0,0.8891,22.80459243346195,1,3,Concealer Shea Butter Sensitive Stick
11702,Perfect Lipstick,Milk Makeup,Makeup Remover,Monthly,88.62,4.8,3689,200Ml,Combination,Male,Jar,Shea Butter,False,Usa,200.0,0.44310000000000005,39.42423233776594,1,0,Makeup Remover Shea Butter Combination Jar
11703,Ultra Highlighter,Danessa Myricks,Face Oil,Monthly,32.8,4.9,1403,250Ml,Normal,Female,Jar,Shea Butter,False,Australia,250.0,0.13119999999999998,35.51069486447021,1,0,Face Oil Shea Butter Normal Jar
11704,Divine Concealer,Drunk Elephant,Foundation,Weekly,13.16,4.6,1494,200Ml,Dry,Male,Bottle,Retinol,True,Uk,200.0,0.0658,33.62545483479401,3,0,Foundation Retinol Dry Bottle
11705,Ultra Lip Gloss,Hourglass,Cleanser,Monthly,26.74,4.2,9913,150Ml,Oily,Unisex,Stick,Glycerin,True,Germany,150.0,0.17826666666666666,38.64715335003818,1,3,Cleanser Glycerin Oily Stick
11706,Perfect Lip Liner,Hourglass,Concealer,Daily,107.05,1.6,7419,200Ml,Combination,Female,Spray,Glycerin,False,South Korea,200.0,0.53525,14.259094937858283,0,1,Concealer Glycerin Combination Spray
11707,Divine Eye Shadow,Bobby Brown,Bb Cream,Daily,142.78,3.6,2179,100Ml,Dry,Female,Stick,Retinol,False,Italy,100.0,1.4278,27.673488560819287,0,0,Bb Cream Retinol Dry Stick
